Date,Bank Rate
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,8
1977,7.5
1977,7.5
1977,7.5
1977,7.5
1977,7.5
1977,7.5
1977,7.5
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,6.5
1977,6.5
1977,6.5
1977,6.5
1977,6.5
1977,6.5
1977,6.5
1977,6
1977,6
1977,6
1977,6
1977,6
1977,6
1977,6
1977,6
1977,6
1977,6
1977,6
1977,6
1977,6
1977,6
1977,6
1977,6
1977,6
1977,6
1977,6
1977,6
1977,6
1977,5.5
1977,5.5
1977,5.5
1977,5.5
1977,5.5
1977,5.5
1977,5.5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,5
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1977,7
1978,7
1978,7
1978,7
1978,7
1978,7
1978,7
1978,7
1978,7
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
