"MYE4: Population estimates: Summary for the UK, mid-2001 to mid-2020",,,,,,,,,,,,,,,,,,,,,,
This worksheet contains one table. Freeze panes are turned on. ,,,,,,,,,,,,,,,,,,,,,,
"To turn off freeze panes select the 'View' ribbon then 'Freeze Panes' then 'Unfreeze Panes' or use [Alt W, F]",,,,,,,,,,,,,,,,,,,,,,
Please choose from the links presented in the cells below to e-mail us your opinion on this table: ,,,,,,,,,,,,,,,,,,,,,,
"This met my needs, please produce it next year",,,,,,,,,,,,,,,,,,,,,,
I need something slightly different (please specify),,,,,,,,,,,,,,,,,,,,,,
This is not what I need at all (please specify),,,,,,,,,,,,,,,,,,,,,,
Code,Name,Geography,Mid-2020,Mid-2019,Mid-2018,Mid-2017,Mid-2016,Mid-2015,Mid-2014,Mid-2013,Mid-2012,Mid-2011,Mid-2010,Mid-2009,Mid-2008,Mid-2007, Mid-2006,Mid-2005,Mid-2004,Mid-2003,Mid-2002,Mid-2001
E07000199,Tamworth,Non-metropolitan District,76864,76696,76678,76527,77010,77108,77032,77096,77105,76895,76582,76255,75824,75407,75078,74724,74424,74544,74519,74596
E10000031,Warwickshire,County,583786,577933,571010,564562,558991,555154,552450,549517,548320,546554,544166,542131,539384,534381,529059,523653,518637,515056,510691,506193
E07000218,North Warwickshire,Non-metropolitan District,65452,65264,64850,64069,63193,62765,62448,62119,62206,62089,62066,62124,61968,61839,61920,61894,61769,61749,61825,61788
E07000219,Nuneaton and Bedworth,Non-metropolitan District,130373,129883,128902,128659,127674,126603,126309,126118,125867,125409,124759,124330,123868,122661,121787,121048,120668,120541,119625,119239
E07000220,Rugby,Non-metropolitan District,110650,108935,107194,106350,105291,104455,103189,101819,101030,100496,99035,97662,96434,94748,93051,91321,89998,89050,88653,87520
E07000221,Stratford-on-Avon,Non-metropolitan District,132402,130098,127580,125202,123345,122438,121779,121253,120794,120824,120191,119826,119666,118478,116708,114823,113483,112992,112258,111551
E07000222,Warwick,Non-metropolitan District,144909,143753,142484,140282,139488,138893,138725,138208,138423,137736,138115,138189,137448,136655,135593,134567,132719,130724,128330,126095
E11000005,West Midlands (Met County),Metropolitan County,2939927,2928592,2916458,2897303,2870551,2834490,2805891,2781753,2761887,2739733,2711938,2687116,2666062,2641758,2626028,2611863,2593992,2585480,2576364,2568015
E08000025,Birmingham,Metropolitan District,1140525,1141816,1141374,1137123,1128077,1112950,1101521,1092190,1085198,1074283,1061074,1050072,1038980,1029021,1020843,1014650,1002376,996356,990384,984642
E08000026,Coventry,Metropolitan District,379387,371521,366785,360149,353215,344288,335018,328423,322504,316915,311674,307393,305186,301429,300129,298386,298174,300665,301295,302804
E08000027,Dudley,Metropolitan District,322363,321596,320626,319419,317558,316331,315653,314357,313570,313261,312206,311088,310377,308686,307846,307004,306171,305585,305645,305052
E08000028,Sandwell,Metropolitan District,329042,328450,327378,325460,322631,319101,316289,313980,311245,309042,306181,302303,298358,294603,292516,290447,288849,287135,285637,284594
E08000029,Solihull,Metropolitan District,217487,216374,214909,213933,212166,210834,210227,209140,207450,206856,206329,205470,204778,203170,202351,201557,201153,200536,200028,199574
E08000030,Walsall,Metropolitan District,286716,285478,283378,281293,278887,275880,273933,271955,270844,269524,266834,264774,263034,260939,259454,258172,256702,255352,254287,253333
E08000031,Wolverhampton,Metropolitan District,264407,263357,262008,259926,258017,255106,253250,251708,251076,249852,247640,246016,245349,243910,242889,241647,240567,239851,239088,238016
E10000034,Worcestershire,County,598070,595786,592057,588370,583491,579050,575993,572613,569301,566557,564080,562296,560790,558035,554700,551332,548660,547271,544474,542233
E07000234,Bromsgrove,Non-metropolitan District,100569,99881,98662,97594,96770,95800,95519,94806,94281,93732,93507,93444,93097,92563,91734,91046,90516,89984,89021,87904
E07000235,Malvern Hills,Non-metropolitan District,79445,78698,78113,77165,76555,76136,76224,75560,75090,74706,74542,74141,74192,74020,73748,73425,73166,72885,72655,72171
E07000236,Redditch,Non-metropolitan District,85568,85261,84989,85204,85088,84821,84505,84505,84444,84318,83570,83102,82713,81762,81077,80110,79654,79466,79069,78779
E07000237,Worcester,Non-metropolitan District,100265,101222,101891,102314,101927,100985,100739,100363,99622,98679,97655,97117,96416,95532,95024,94470,93843,93873,93446,93369
E07000238,Wychavon,Non-metropolitan District,131084,129433,127340,125378,123144,121709,120007,118906,117777,117074,116863,116499,116229,116141,115451,114696,114258,113914,113453,113081
E07000239,Wyre Forest,Non-metropolitan District,101139,101291,101062,100715,100007,99599,98999,98473,98087,98048,97943,97993,98143,98017,97666,97585,97223,97149,96830,96929
E12000006,EAST,Region,6269161,6236072,6201214,6168432,6129005,6075970,6017250,5951934,5905914,5862418,5807402,5751443,5708350,5653534,5606294,5562653,5508564,5474133,5432688,5400463
E06000055,Bedford,Unitary Authority,174687,173292,171623,169912,168814,166376,163999,161553,159369,157840,156535,154808,154164,153107,152346,151747,151308,150684,149589,148113
E06000056,Central Bedfordshire,Unitary Authority,294096,288648,283606,280030,276731,272421,267846,263793,259591,255644,252460,250329,249035,246803,244351,242062,240444,238547,236297,234006
E06000032,Luton,Unitary Authority,213528,213052,214109,214658,215914,213581,210173,207404,205498,203641,199583,195449,192084,189742,187312,185392,183563,185016,185631,185889
E06000031,Peterborough,Unitary Authority,202626,202259,201041,198914,196735,193657,190493,188371,186596,184457,181762,178963,176027,172443,169887,167220,163485,160778,158794,157439
E06000033,Southend-on-Sea,Unitary Authority,182773,183125,182463,181808,180606,179234,178367,176236,175091,174274,172122,170013,168150,165429,163776,162645,161488,161437,161159,160362
E06000034,Thurrock,Unitary Authority,175531,174341,172525,170394,168428,166040,163822,161305,159837,158268,156585,155003,153633,151741,150206,148556,147056,145977,144728,143297
E10000003,Cambridgeshire,County,657204,653537,651482,648237,644575,641524,635186,628918,625908,622312,614899,606238,600808,594338,588890,583651,574445,568743,558916,554704
E07000008,Cambridge,Non-metropolitan District,125063,124798,125758,124919,124635,125105,123735,123024,122601,122725,120219,116746,116183,115454,116654,117217,112167,111317,109543,109941
E07000009,East Cambridgeshire,Non-metropolitan District,90172,89840,89362,88858,88189,87783,87045,85942,85220,84245,83303,82357,81035,79923,78429,77224,75996,77447,74328,73411
E07000010,Fenland,Non-metropolitan District,102080,101850,101491,100776,99636,98814,97591,96617,95975,95461,95135,94404,93653,92713,90647,88968,87983,86296,84676,83687
E07000011,Huntingdonshire,Non-metropolitan District,178985,177963,177352,176979,176095,175334,173883,172147,171206,170039,168352,167052,166346,164764,163896,162822,162654,159626,158476,157189
E07000012,South Cambridgeshire,Non-metropolitan District,160904,159086,157519,156705,156020,154488,152932,151188,150906,149842,147890,145679,143591,141484,139264,137420,135645,134057,131893,130476
E10000012,Essex,County,1497759,1489189,1477764,1468177,1457910,1445323,1433282,1417596,1407084,1396599,1388913,1379503,1373172,1362888,1354301,1345170,1334632,1326079,1319145,1312599
E07000066,Basildon,Non-metropolitan District,187558,187199,185862,184479,183768,181951,180676,178498,176538,174971,173788,173084,172423,170908,169951,168927,167825,167089,166743,165895
E07000067,Braintree,Non-metropolitan District,153091,152604,151561,151677,151233,150530,150076,149150,148375,147514,145972,144589,143894,142344,140921,139160,137426,135767,134272,132482
E07000068,Brentwood,Non-metropolitan District,77242,77021,76550,76575,76769,76403,75914,74734,74142,73841,73301,72663,71941,71346,71040,70542,69895,69234,68779,68483
E07000069,Castle Point,Non-metropolitan District,90524,90376,90070,89814,89752,89184,88912,88594,88219,87964,88115,88122,88020,87776,87576,87462,87207,87237,86866,86673
E07000070,Chelmsford,Non-metropolitan District,179549,178388,177079,176194,174197,172719,171590,170311,169379,168491,167441,166208,165047,164381,163879,163570,162505,160360,158686,157269
E07000071,Colchester,Non-metropolitan District,197200,194706,192523,190098,187633,184916,180973,177993,176185,173614,171679,169027,167927,165674,163847,162038,158652,157164,156055,156016
E07000072,Epping Forest,Non-metropolitan District,132175,131689,131137,130576,129923,129274,128451,126989,125997,124880,124189,123820,123365,122877,122530,121735,121495,121404,121482,120972
E07000073,Harlow,Non-metropolitan District,87280,87067,86594,86191,85867,85335,84619,83438,82814,82177,81490,80710,79913,79165,78722,78354,78019,78128,78340,78799
E07000074,Maldon,Non-metropolitan District,65401,64926,64425,63975,63418,62824,62801,62217,61946,61720,61845,61815,61660,61398,60993,60662,60303,59996,59750,59589
E07000075,Rochford,Non-metropolitan District,87627,87368,86981,86209,85708,85192,84809,83955,83895,83333,83415,83094,83056,82264,81490,80815,80100,79513,79325,78650
E07000076,Tendring,Non-metropolitan District,147353,146561,145803,144705,143353,141790,140395,139037,138395,138062,139058,139593,140421,140523,140423,140325,140340,139909,139318,138802
E07000077,Uttlesford,Non-metropolitan District,92759,91284,89179,87684,86289,85205,84066,82680,81199,80032,78620,76778,75505,74232,72929,71580,70865,70278,69529,68969
E10000015,Hertfordshire,County,1195672,1189519,1184365,1180934,1176386,1165332,1154195,1140618,1129291,1119824,1107641,1096599,1085434,1072954,1063202,1055483,1047366,1045337,1040387,1035523
E07000095,Broxbourne,Non-metropolitan District,97592,97279,96876,96762,96881,96311,95837,95107,94595,93702,93085,92395,91630,90833,89684,88800,87805,87817,87700,87203
E07000096,Dacorum,Non-metropolitan District,155457,154763,154280,153316,152445,151069,149515,148075,146728,145298,143651,142205,140802,139527,138973,138633,138403,138413,138118,137843
E07000242,East Hertfordshire,Non-metropolitan District,151786,149748,148105,147080,146130,144488,142781,140932,139405,138155,136922,135980,134843,133421,132078,131065,130456,130264,130029,129145
E07000098,Hertsmere,Non-metropolitan District,105471,104919,104205,104031,103705,103157,102540,101449,100895,100379,99402,98637,97642,96252,95225,94302,93788,94419,94295,94466
E07000099,North Hertfordshire,Non-metropolitan District,133463,133570,133214,133321,132655,131611,130902,129231,128302,127494,126286,125269,124391,122974,121890,120757,120092,119148,117959,117051
E07000240,St Albans,Non-metropolitan District,149317,148452,147373,147095,147025,146188,145208,143458,142137,141248,139511,137858,136088,134338,133293,131951,131284,131180,130407,129168
E07000243,Stevenage,Non-metropolitan District,88104,87845,87754,87739,87285,86579,85993,85520,84824,84247,83007,82253,81615,80734,80352,80330,80008,80308,80110,79794
E07000102,Three Rivers,Non-metropolitan District,93966,93323,93045,92641,92676,91797,90525,89566,88804,87921,87573,87096,86205,85282,84466,84305,83963,83946,83448,82905
E07000103,Watford,Non-metropolitan District,96623,96577,96767,96675,96577,96348,95553,93905,91940,90653,88574,86472,84776,82899,82145,82138,81097,80644,80185,80398
E07000241,Welwyn Hatfield,Non-metropolitan District,123893,123043,122746,122274,121007,117784,115341,113375,111661,110727,109630,108434,107442,106694,105096,103202,100470,99198,98136,97550
E10000020,Norfolk,County,914039,907760,903680,898390,891731,884748,877388,870296,864847,859426,852926,846355,841495,834945,829062,822890,815690,810127,803463,798618
E07000143,Breckland,Non-metropolitan District,141255,139968,139329,138602,137123,135698,134287,132995,131857,131009,129932,129431,128938,127797,126551,125493,123944,123247,122222,121585
E07000144,Broadland,Non-metropolitan District,131931,130783,129464,128535,127402,126626,125956,125499,125173,124740,124483,123819,123387,123242,122412,121637,121039,120333,119391,118814
E07000145,Great Yarmouth,Non-metropolitan District,99198,99336,99370,99417,98992,98615,98127,97736,97555,97424,97063,96414,95924,95211,94545,94113,93316,92526,91437,90945
E07000146,King's Lynn and West Norfolk,Non-metropolitan District,151245,151383,151811,151945,151797,151261,150214,149187,148579,147936,147134,146428,145551,144274,142790,140959,139621,138272,136831,135565
E07000147,North Norfolk,Non-metropolitan District,105167,104837,104552,104067,103587,103252,102872,102079,101829,101664,100780,100556,100887,100338,99907,99638,99374,99121,98723,98495
E07000148,Norwich,Non-metropolitan District,142177,140573,141137,140353,139865,138097,136587,135118,133867,132158,130923,129219,128034,126949,126805,125630,123857,122963,122376,122366
E07000149,South Norfolk,Non-metropolitan District,143066,140880,138017,135471,132965,131199,129345,127682,125987,124495,122611,120488,118774,117134,116052,115420,114539,113665,112483,110848
E10000029,Suffolk,County,761246,761350,758556,756978,751175,747734,742499,735844,732802,730133,723976,718183,714348,709144,702961,697837,689087,681408,674579,669913
E07000200,Babergh,Non-metropolitan District,92735,92036,91401,90794,90250,89900,89413,88704,88088,87901,87467,87411,87260,86916,86698,85957,85622,85066,84112,83538
E07000244,East Suffolk,Non-metropolitan District,250373,249461,248249,246913,245003,243264,242179,241426,240392,239946,239932,239877,240139,239249,237032,235651,233329,230868,228974,227736
E07000202,Ipswich,Non-metropolitan District,135979,136913,137532,138480,138515,137694,136429,135604,135065,133729,131729,129320,127387,125471,124753,124028,121175,119210,117818,117156
E07000203,Mid Suffolk,Non-metropolitan District,104857,103895,102493,101543,100720,100251,99596,98431,97789,97076,96244,95250,94603,93817,92070,90795,89492,88274,87684,87015
E07000245,West Suffolk,Non-metropolitan District,177302,179045,178881,179248,176687,176625,174882,171679,171468,171481,168604,166325,164959,163691,162408,161406,159469,157990,155991,154468
E12000007,LONDON,Region,9002488,8961989,8908081,8825001,8769659,8666930,8539398,8417458,8308833,8204407,8061495,7942594,7812161,7693473,7597825,7519009,7432730,7394817,7376671,7322403
E09000007,Camden,London Borough,279516,270029,262226,253361,249162,243837,236022,230486,224809,220087,214725,212924,210273,211520,211032,211088,207341,204254,203972,202567
E09000001,City of London,London Borough,10938,9721,8706,7654,7246,6687,6139,6031,6612,7412,7338,7472,7429,7607,7254,7131,7118,7115,7280,7359
E09000012,Hackney,London Borough,280941,281120,279665,275929,273239,268626,263112,257436,252212,247182,241739,236622,231041,224480,220193,216512,213581,212405,210961,207246
E09000013,Hammersmith and Fulham,London Borough,183544,185143,185426,182998,181783,182183,181679,181421,182117,182445,180842,180116,177088,176472,174675,173292,172083,171510,171989,169374
E09000014,Haringey,London Borough,266357,268647,270624,271224,272078,268251,264398,261033,257898,255540,252742,249805,244459,236793,233174,229271,226472,225027,224474,221251
E09000019,Islington,London Borough,248115,242467,239142,235000,232055,227507,221405,215855,211273,206285,200129,196704,192089,188636,185283,183477,180831,180899,180118,179387
E09000020,Kensington and Chelsea,London Borough,156864,156129,156197,155741,156773,158589,157830,157141,156912,158251,160463,161893,162579,162883,165245,168375,165752,165268,163827,162199
E09000022,Lambeth,London Borough,321813,326034,325917,324048,323063,320736,316637,312700,309366,304481,297650,294050,289126,284964,280524,277620,274262,272195,273041,273372
E09000023,Lewisham,London Borough,305309,305842,303536,301307,298903,294999,290284,284956,280705,276938,272525,270418,266508,261188,257976,254930,252455,251936,253662,254336
E09000025,Newham,London Borough,355266,353134,352005,347996,344533,336254,328066,321465,316295,310460,299171,286447,276478,266285,257994,253798,254434,256224,255282,249411
E09000028,Southwark,London Borough,320017,318830,317256,314232,311655,308434,302818,298663,293440,288717,283777,281120,276973,272626,267553,261811,257257,255242,256269,256712
E09000030,Tower Hamlets,London Borough,331969,324745,317705,307964,300943,293828,284596,273616,263624,256012,248520,240495,231893,225251,218400,213382,211154,208651,207031,201090
E09000032,Wandsworth,London Borough,329735,329677,326474,323257,321497,319477,316536,313091,309497,307710,302620,299347,294305,291440,287538,283229,278615,276828,274917,271742
E09000033,Westminster,London Borough,269848,261317,255324,244796,241974,238047,229899,225306,223737,219582,217187,216980,218673,220619,222829,223132,214557,211009,208100,203329
E09000002,Barking and Dagenham,London Borough,214107,212906,211998,210711,208182,203101,198650,194576,190663,187029,182838,177580,172452,169031,167157,166275,165610,166210,166357,165654
E09000003,Barnet,London Borough,399007,395869,392140,387803,384774,378778,373745,368301,363777,357538,351438,345829,339212,334837,330801,327541,323723,321802,320552,319481
E09000004,Bexley,London Borough,249301,248287,247258,246124,245095,242387,240016,236816,234308,232774,230711,228146,226652,224625,223280,222391,220917,220016,219123,218757
E09000005,Brent,London Borough,327753,329771,330795,329102,326427,323443,320101,317112,314593,312245,304785,298118,290901,283273,276504,270939,268335,268323,269871,269620
E09000006,Bromley,London Borough,332752,332336,331096,329391,327580,325303,321602,318167,314039,310554,308560,306924,304968,302625,300963,299421,297307,297253,296668,296218
E09000008,Croydon,London Borough,388563,386710,385346,384837,383301,380070,377073,373628,369189,364815,357951,352763,349308,344029,340449,339052,337134,335919,335415,335112
E09000009,Ealing,London Borough,340341,341806,341982,342736,344802,344285,342997,342108,340332,339314,334073,329966,324022,318671,315329,312774,310073,308108,309242,307276
E09000010,Enfield,London Borough,333587,333794,333869,332705,332127,328738,324409,320317,317257,313935,307648,301971,297443,291534,287429,284779,282217,281835,280745,277266
E09000011,Greenwich,London Borough,289034,287942,286186,282849,279139,274542,268853,264097,259986,255483,249171,243672,239748,236535,233990,230494,227190,224303,221476,217460
E09000015,Harrow,London Borough,252338,251160,250149,248880,248697,246818,245149,243004,241978,240499,237451,233495,229567,226355,223632,221109,216267,213728,212336,210044
E09000016,Havering,London Borough,260651,259552,257810,256039,253371,249375,246030,242142,239742,237927,236234,234127,231793,229789,228198,226990,225769,225248,225054,224717
E09000017,Hillingdon,London Borough,309014,306870,304824,302343,299899,296056,291368,285996,281179,275499,269465,265665,261051,256981,254387,251430,248691,248054,247063,245616
E09000018,Hounslow,London Borough,271767,271523,270782,269100,268270,266412,264030,261275,258518,254927,249236,243366,237907,233454,228126,223776,219440,216498,216888,215976
E09000021,Kingston upon Thames,London Borough,179142,177507,175470,174609,173703,171609,168433,165657,163200,160436,158648,157307,156027,154485,153667,152489,151055,149683,149642,149045
E09000024,Merton,London Borough,206453,206548,206186,206052,206706,205965,204598,203637,202047,200543,199136,198136,195859,194260,192520,190583,188908,189298,190561,191106
E09000026,Redbridge,London Borough,305658,305222,303858,301785,301328,297928,293853,288850,284625,281395,275088,270435,265452,259965,255590,251560,248774,247412,244273,241893
E09000027,Richmond upon Thames,London Borough,198141,198019,196904,195680,195187,194124,193315,191138,188971,187527,186304,184394,182927,182421,182520,181508,179312,177182,175441,174311
E09000029,Sutton,London Borough,207707,206349,204525,203243,201945,199870,197954,195787,193476,191123,189321,188167,185860,184174,182882,182103,181094,181267,181265,181461
E09000031,Waltham Forest,London Borough,276940,276983,276700,275505,274222,270671,267801,265650,262456,259742,254009,248140,242098,235665,230731,226747,225002,224115,223776,222015
E12000008,SOUTH EAST,Region,9217265,9180135,9133625,9080825,9030347,8949392,8874005,8793154,8724928,8652784,8577771,8490922,8426399,8351391,8270861,8202896,8133100,8087924,8045192,8023449
E06000036,Bracknell Forest,Unitary Authority,124165,122549,121676,120377,119730,119205,117997,116543,115089,113696,112893,111916,111455,110702,109896,109487,109189,109475,109490,109650
E06000043,Brighton and Hove,Unitary Authority,291738,290885,290395,288155,287173,284073,280650,277991,275724,272952,269495,265584,262019,258161,255564,252863,249847,249846,249743,249949
E06000060,Buckinghamshire,Unitary Authority,547060,543973,540059,535918,533056,527114,520900,515533,510983,506550,502820,498813,496371,493501,489348,485526,482126,480164,478768,479131
E06000046,Isle of Wight,Unitary Authority,142296,141771,141538,140984,140264,139763,139332,138555,138826,138392,138364,138361,138675,138289,137727,137179,135891,134783,133908,132925
E06000035,Medway,Unitary Authority,279142,278556,277855,277616,276957,275176,273212,270689,268130,264885,262738,260230,258224,255824,253478,252098,251459,251159,250262,249704
E06000042,Milton Keynes,Unitary Authority,270203,269457,268607,267521,266240,263181,260225,256376,252773,249895,245450,240178,235625,231033,227225,223462,219521,217597,215061,212707
E06000044,Portsmouth,Unitary Authority,214692,214905,215133,214718,213335,210538,208037,206670,206517,205433,202700,198983,196036,194907,195964,196318,193483,190283,188476,188043
E06000038,Reading,Unitary Authority,160337,161780,163203,163075,162701,161701,160268,158621,156795,155339,154296,152326,151460,149678,148321,146940,144590,144070,143915,144684
E06000039,Slough,Unitary Authority,149577,149539,149112,148768,147736,146038,144340,142672,141820,140713,137800,134742,131453,127991,125200,122874,120833,120869,120927,120577
E06000045,Southampton,Unitary Authority,252872,252520,252796,252359,250377,246054,242106,239858,238519,235870,233085,230017,228447,227223,226698,226655,223589,221989,220459,219539
E06000037,West Berkshire,Unitary Authority,158465,158450,158527,158473,158576,157460,156633,156031,154704,154148,153943,153039,152024,150056,148107,146492,145147,144297,143913,144494
E06000040,Windsor and Maidenhead,Unitary Authority,151273,151422,150906,150140,149689,148277,147476,146278,145742,145098,143988,142424,141345,139743,138012,136446,135066,134201,133631,133541
E06000041,Wokingham,Unitary Authority,173945,171119,167979,164980,163087,161200,159414,158065,156658,154943,154650,154165,153191,152144,150548,149598,149008,148794,149445,150334
E10000011,East Sussex,County,558852,557229,554590,552259,549557,545021,540503,534904,531088,527209,523651,520370,519197,515891,511525,508519,505007,501148,496927,493130
E07000061,Eastbourne,Non-metropolitan District,103324,103745,103160,103251,103003,102204,101340,100363,99901,99308,98510,98228,98361,97616,96532,95500,93772,92163,90829,89836
E07000062,Hastings,Non-metropolitan District,92554,92661,92855,92813,92903,91937,91360,90906,90377,90173,89623,89293,88722,88024,87516,87419,86854,86596,85873,85392
E07000063,Lewes,Non-metropolitan District,103525,103268,102744,102257,101631,100898,100428,99626,98695,97584,97079,96114,95455,94782,94162,93832,93794,93227,92901,92247
E07000064,Rother,Non-metropolitan District,96716,96080,95656,94997,93966,93192,92370,91232,91065,90729,90578,90123,90120,89262,88221,87684,87183,86718,86174,85471
E07000065,Wealden,Non-metropolitan District,162733,161475,160175,158941,158054,156790,155005,152777,151050,149415,147861,146612,146539,146207,145094,144084,143404,142444,141150,140184
E10000014,Hampshire,County,1389206,1382542,1376316,1370728,1365103,1356994,1349627,1340180,1331394,1322118,1312347,1301706,1293565,1283441,1272498,1263075,1255419,1250515,1245073,1241431
E07000084,Basingstoke and Deane,Non-metropolitan District,177760,176582,175729,175337,175226,174340,173374,172050,170691,168550,166364,164135,162036,160183,158765,157499,155737,154833,153641,152874
E07000085,East Hampshire,Non-metropolitan District,123838,122308,120681,119392,118705,118694,117985,117401,116574,116010,115350,114261,113172,112296,111131,110482,109960,109561,109606,109369
E07000086,Eastleigh,Non-metropolitan District,135520,133584,131819,130498,129546,128977,128867,127759,126759,125852,124240,122377,121312,120596,119436,118089,117066,116696,116430,116257
E07000087,Fareham,Non-metropolitan District,116338,116233,116339,116219,115818,115182,114663,113873,112888,111931,111382,110832,110205,109399,108397,108077,108473,108545,108451,108152
E07000088,Gosport,Non-metropolitan District,84679,84838,85283,85509,85492,84757,84346,83542,83272,82669,82307,81961,81730,80627,79579,78646,78099,77585,76831,76676
E07000089,Hart,Non-metropolitan District,97608,97073,96293,95465,94882,94395,93680,92959,92224,91662,91276,90986,90566,89866,88874,87519,86367,85180,84238,83590
E07000090,Havant,Non-metropolitan District,126339,126220,125813,125065,123891,123122,122345,121671,121285,120783,120105,119394,119039,118282,117824,117542,117362,117346,117173,116886
E07000091,New Forest,Non-metropolitan District,179649,180086,179753,179590,179529,179275,179014,178186,177480,176789,176323,175432,174548,174048,173269,172423,171769,171256,170595,169506
E07000092,Rushmoor,Non-metropolitan District,94387,94599,95142,95817,96091,95166,95228,94897,94806,94354,93397,92572,92589,91891,91065,90040,89358,89727,89877,90892
E07000093,Test Valley,Non-metropolitan District,127163,126160,125169,123957,122823,121352,119835,118805,117341,116698,115814,115251,115101,114433,113530,112811,112049,111271,110387,109965
E07000094,Winchester,Non-metropolitan District,125925,124859,124295,123879,123100,121734,120290,119037,118074,116820,115789,114505,113267,111820,110628,109947,109179,108515,107844,107264
E10000016,Kent,County,1589057,1581555,1568623,1554636,1540438,1523100,1509301,1493114,1480151,1466466,1451905,1435269,1423308,1407791,1389634,1375217,1361384,1349046,1338968,1331194
E07000105,Ashford,Non-metropolitan District,131018,130032,129281,127527,125871,124047,123159,121684,120128,118405,116975,115694,114556,113286,111459,109409,107264,105636,104377,103024
E07000106,Canterbury,Non-metropolitan District,166762,165394,164553,164100,162502,159663,157044,154941,153223,150600,148653,146396,146073,145197,143490,141918,140578,138608,136483,135381
E07000107,Dartford,Non-metropolitan District,114051,112606,109709,107516,105117,103531,102010,100399,98851,97604,96337,95266,93946,92242,91174,89990,88277,87011,86403,85956
E07000108,Dover,Non-metropolitan District,118514,118131,116969,115803,114572,113446,113292,112490,111798,111718,111072,110061,109848,109041,107904,107475,106878,105784,104883,104646
E07000112,Folkestone and Hythe,Non-metropolitan District,113320,112996,112578,111427,111024,109838,109324,108767,108611,108199,106962,105716,104782,103902,102469,101509,99949,98540,97205,96345
E07000109,Gravesham,Non-metropolitan District,106890,106939,106385,106121,106215,105715,104802,103383,102559,101766,101076,100188,99394,98496,97574,96884,95907,95569,95448,95791
E07000110,Maidstone,Non-metropolitan District,173132,171826,169955,167730,165719,164019,161510,159230,157368,155764,153739,151594,149723,147741,145307,143353,142242,141246,140338,139116
E07000111,Sevenoaks,Non-metropolitan District,121387,120750,120293,119429,119011,118165,117625,116889,116306,115351,114509,113754,113298,113132,112500,111266,110045,109280,109105,109242
E07000113,Swale,Non-metropolitan District,151015,150082,148519,146694,144917,142465,140901,139274,137794,136324,134980,133030,131720,129721,127568,126516,125890,125348,124172,123123
E07000114,Thanet,Non-metropolitan District,141458,141922,141819,141337,140828,139822,138526,136792,135687,134402,133508,132337,131750,130637,129601,129301,128782,128140,127675,126750
E07000115,Tonbridge and Malling,Non-metropolitan District,132571,132153,130508,128891,127305,125779,124583,123171,122030,121087,120054,118459,116967,115469,113536,111719,110441,109494,108673,107771
E07000116,Tunbridge Wells,Non-metropolitan District,118939,118724,118054,118061,117357,116610,116525,116094,115796,115246,114040,112774,111251,108927,107052,105877,105131,104390,104206,104049
E10000025,Oxfordshire,County,696880,691667,687524,682444,678484,673590,669377,663998,660009,654791,648688,643095,638784,635094,630873,627568,620412,616031,609491,607277
E07000177,Cherwell,Non-metropolitan District,151846,150503,149161,147602,146635,145554,144520,143822,142936,142252,141337,140301,139440,138120,137159,135876,134947,133977,132586,131988
E07000178,Oxford,Non-metropolitan District,151584,152457,154327,154582,155292,154716,154664,152406,151477,150245,147907,145478,144433,144188,144513,145383,141593,139917,136625,135509
E07000179,South Oxfordshire,Non-metropolitan District,143782,142057,140504,139767,139156,138177,137477,136328,135722,134961,133915,133466,132611,131626,130676,130050,129359,128920,128754,128307
E07000180,Vale of White Horse,Non-metropolitan District,137910,136007,133732,131227,128653,126534,124621,123497,122710,121891,120823,120026,119284,118994,118209,117390,116475,116134,115565,115772
E07000181,West Oxfordshire,Non-metropolitan District,111758,110643,109800,109266,108748,108609,108095,107945,107164,105442,104706,103824,103016,102166,100316,98869,98038,97083,95961,95701
E10000030,Surrey,County,1199870,1196236,1189934,1185321,1180956,1172382,1164095,1154136,1144046,1135367,1125804,1113665,1104242,1095639,1082841,1071781,1065142,1062774,1059472,1060163
E07000207,Elmbridge,Non-metropolitan District,137215,136795,136626,136379,136085,135398,134833,133499,132184,131428,130937,129991,129908,129756,128763,127286,125677,124990,123784,122709
E07000208,Epsom and Ewell,Non-metropolitan District,81003,80627,79928,79451,78999,78459,77988,76906,75839,75191,74278,73106,72514,71337,70028,69172,68386,67738,67554,67077
E07000209,Guildford,Non-metropolitan District,150352,148998,147889,147777,146845,145056,142551,140657,139338,137580,135547,133584,132401,131656,130673,129043,128575,128763,129297,129774
E07000210,Mole Valley,Non-metropolitan District,87547,87245,87253,87128,87258,86978,86871,86761,86096,85637,85413,84732,84256,83219,82319,81808,81498,81233,80498,80283
E07000211,Reigate and Banstead,Non-metropolitan District,149243,148748,147757,146383,145284,143794,142858,140928,139772,138375,136741,134934,132857,131224,129190,127760,127222,126665,126272,126661
E07000212,Runnymede,Non-metropolitan District,90327,89424,88000,86882,86370,84992,83906,83094,81878,80501,80283,79373,78694,78330,77169,77018,76948,77550,77649,78053
E07000213,Spelthorne,Non-metropolitan District,99873,99844,99334,99120,98869,98419,97941,97371,96737,95852,94848,94001,93182,92425,91512,90571,90127,90225,90292,90404
E07000214,Surrey Heath,Non-metropolitan District,89204,89305,88874,88765,88705,88385,87814,87134,86700,86378,85843,85142,84345,84214,83284,82321,81631,80938,80358,80309
